Tweet_id,sentiment,Text
1223561886173683712,neutral,- لقيت اللي يغنيك عن مُر الدّنيا ؟.
1227324762679963648,neutral,حسب المكان والاشخاص إللي الساعة موجودة فيها https://t.co/bO1hfEoXY0
1221877180248002560,neutral,وإن خذلنا من في الأرض لن يخذلنا المنتقم الجبار☝️ #يقين #تسقط_صفقة_القرن
1221864470688997376,neutral,اللهم كما طيبت ذكرهُ في ارضك وبين خلقك طيب ذكرهُ في سمائك وبين ملائكتك وأسكنه الفردوس الاعلى يا أرحم الراحمين.
1221882447652171782,neutral,كل شيئ يرحل إلا الخير يظل مغروساً في النفوس الصافية . هنيئاً لمن يزرع الخير بين الناس فنقاء القلب ليس غباء إنما فطرة يميز الله بها من أحب .
1221884173801181188,neutral,اذا لم تستطع أن تترك اثرا جميلا في القلوب فلا تزرع فيها آلما لا ينسى.
1228686000915963904,neutral,عقار في مكه x0Ce #تستشير_اااكثر_عقلك_قلبك_الناس
1221882634441318401,neutral,@esraa_hassan001 في مكان اسمه تراك بنها للفنون في اخر الفلل بيعلم مزيكا
1221881394877665280,neutral,انا نحب الميكا والله بس لعند خشينا في البكارات وهكي نقانه قعد جو شييين ويارب يلغوهن
1221882285823315969,neutral,اللهم أياماً مُستبشرة بلا كسرة قلب ولا ضيق حال وفرحة يا الله لم تكن في الحسبان
1227452289004265473,neutral,قررت قرار مصيري هذا الصباح ونفذته ويارررب ما اندم....
1221882833242861569,neutral,النظرات سبب كافي للوقوع في الحب
1221885159747784705,neutral,الشي اللي مستحيل يخذلني في ذي الحياهالقهوه.
1221885079833714689,neutral,أنا البيت القديم اللي تمرّه وتذكر الماضي ولكن ترجع تعيش العُمر في داخله صعبه
1227326779964231680,neutral,بموت الفتره ذي احس جالسه اتعمق بشخصيتك واحس تموتينننن ضحك وعشان بتساليني وين انا اسمك زي اغنيه لاي
1221882665294553100,neutral,أنا في أمس الحاجة لقسط من الإختفاء بدلا عن قسط الراحة المتعارف عليه.
1221884621916385285,neutral,ليس بعد الضعف إلا قوة. وليس بعد الذل إلا عزة .. وليس بعد الفرقة إلا جمعا سنة الله في خلقه .. ولن تجد لسنة الله تبديلا
1221884599900549120,neutral,مع الاسف يا سيدي انا من الجيل القديم اللي يحبون النقى قبل الجمال الظاهري🕊
1226409110813466624,neutral,@SambaCare عندي استفسار يالخاص ممكن تفيدني ؟
1221882970279174148,neutral,كيّف لِعينَاك بأن تحضن هدوء الأرض و فوّضاها في آنٍ واحد؟.
1221820850434990081,neutral,⠀ يقولون التامل في نعم ربي عباده هـو يصيـر اتامـلك وأخذ اجر ...؟ ⠀
1221882216399212547,neutral,-عليه من السرور اللي ماهو في وجهي البكّاي وعليه من السلام اللي ماهو في ليل توديعه.
1223409479775064064,neutral,اللهم خيراً في كل امر انتظره.
1221882582788444160,neutral,#عاجل| الصحفي الإسرائيلي جال بورغر نقلاً عن مصدر أمني كبير في السلطة: الأوامر هي تنظيم مظاهرات سلمية دون استخدام أي أسلحة.
1221885185618259968,neutral,محتاجة انزل اتمشى في دجلة-المعادي بلا هدف و أكل أيس كريم
1221884605487362048,neutral,ياخوان ابغى فزعتكم خاص في موضوع سهل واحتاج الكل
1224586865040396288,neutral,@234Zaina احلى شي الطول والله وخلاص صلحت جسمها
1221882259139067911,neutral,@mxv_0i ليه في اسوم في حياتي غيرت وانا م اعرف ؟
1221882556548816896,neutral,@be4after @Fahd_Alshelaimi توني ادري ان في قناة اسمها ٢٤... ما يمدح السوق الا اللي ربح فيه!!! بعد الجزيرة المفروض كل القنوات تعتزل
1221869546547621892,neutral,نحن نقع في حُب أشخاصٍ لا يُمكننا الحصول عليهم. #2020_عايزه_مننا_ايه
1221884137029689355,neutral,وجودك مثل برقٍ في متاهات الصحاري ﻻ‌ح تباشر به عيون اللي وحيد وتعبت اركابه.
1221882064825470983,neutral,وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ وَقُل رَّبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا ❤️❤️ https://t.co/LdvZLYKgVk
1221884357876559872,neutral,كان النبي ﷺ كالسحاب الممطرة في كرمه وجوده .. صلوا عليه 💙
1221882023654109184,neutral,من روائع ابن رشد (العلم في الغربه وطن والجهل في الوطن غربه)
1221881056917323777,neutral,الله وحده يعلم بتلك الوخزة في قلبك التي لا تخبر عنها أحد تستمر بتحمُّلها ومداراة ألمها قدر المستطاع ولا تشتكي.
1221883402875478022,neutral,اختاط لنفسه ثوباً جديداً ونسي في الروح ثقباً مفتوقاً.
1221881774822907904,neutral,@s140d قصدك هل تعلم ان الاستحمام بالماء البارد في هذا البرد يجعلك تنام ف المقبره 😶
1221714216807206912,neutral,هو احنا ليه محشورين كلنا في كوكب واحد وسايبين باقي الكواكب فاضية ؟
1221632694980878336,neutral,ضيفني+لايك+رتويت+سوي فولو من الرتويتوآضمن لك اكثر من١٥٠ متابع في ٣٠ دقيقة.•ضيفوا بعض.لاتنسى تضيفني.👏🏻❤ January 27 2020 at 06:15AM
1221883345442832384,neutral,@snowliez شوف هي ماهي صعبة اذا ما طولت في النوم واستخدام الجوال وبس
1221882980001636353,neutral,@alotibi_1955 يالبى الواحد يكون على طبيعته مايتصنع
1221882594716942338,neutral,@my_problem1 المشكلة تنتهي ببلاغ في الشرطة مو شرط تروحين انتي يروح ابوك او اخوك او امك
1221882880328118273,neutral,الخيم التي تحولت الى ابنية بسيناريو الحرق المفبرك يراد لها ان تتحول الى متارس لاستهداف القوات الامنية! https://t.co/L4M93AkrWx
1221884415560863750,neutral,بعرف ازاي أبقى لوحدي كأن مفيش حد في حياتي
1221881836089040897,neutral,سورة الأعراف(قال رب اغفر لي ولأخي وأدخلنا في رحمتك وأنت أرحم الراحمين)
1221883939289272322,neutral,@Alokaimii في اي مفرق بتدور .. عاد جينا تونا من مفرق الجوف مالقيناك ..
1221883435570073601,neutral,والله حياتي زي اعلانات اليوتيوب مسحوب علي ومحد يهتم
1221885265754624003,neutral,@islamhassaan_ سمعنى بقى احلى مركزه حجر ع التايم لاين 🧛‍♂️🧛‍♂️🧛‍♂️
1221881364645056517,neutral,صفقه القرن مرت في اوسلو صح النًوم https://t.co/3dpiAZwCsK
1226420696231956480,neutral,واحسدُ كاسات تقبلنّ ثغرها إذا وضعتها موضع اللّثمِ في الفمِ #صباح_الخير
1221882644050456580,neutral,@Twea1UvtNURIram والله عندك حق بقينا في جيل غريب
1221871961791442945,neutral,ولا تُطيل النظرَ في عينِيها يا ولدي فكلُ مذهبٍ للعقل محرمٌ شرعاً!❤#2020_عايزه_مننا_ايه
1221885176948629504,neutral,تم استبدال قهوة المساء بشاهي مغربي #مكافحة_الأرق
1221769355433857024,neutral,في Notifications تحسها بقلبك مو بتليفونك
1221885044786106370,neutral,@Ammar_Alhakeem اللهم أطيل في عمرك ويجعلك خيمه
1227451858396090373,neutral,@m77g77 اهم شي انت متاكد انها من راسي
1221884054313881602,neutral,#معععا_لدعممم_جمعية_كحلا يخسر في گل الميادين U
1221883751199858690,neutral,@3zoozvic مباراة للنصر في كأس الخليج للاندية بالدرة
1221881714223525895,neutral,مصاحبة الأرق لم تكُن أبدًا من قراراتي يزورُني في كل ليلةٍ ليُثير غضبي فقط فإنه يستمتع بذلك
1221881764383285248,neutral,@Almajlliss بس هل اختلطوا بالناس في المطار شلون افحصوهم
1221883510287425536,neutral,@XXC_55 ولاتنسي تعيش مع زوجها الجديد وقلبها مو بيدها وقلبها مع هو وبعد٧سنين يشوف بعض في مول هو عندو بنت بسمها وهي عندها ولد بسمو
1221884407503622145,neutral,بعض الدعوات الجميلة لا تُستجاب في لحظتها ولكن الله لا ينساها فيعطيك إيّاها في الوقت الأجمل ♥️
1221883496349696000,neutral,@G_8h8 يزورني لك طيف في جفني اسير على مد السهر ما خالفك تقصير .. نورك #بعثرني 🌹
1221880706252648449,neutral,اتمني اتمني من كل قلبي ان الناس الي في حياتي دلوقتي محدش فيهم يمشي ف يوم من الايام
1226428475864702976,neutral,@AlharbiMo15 @JeddahAmanah @makkahregion @jedgovsa @saudimomra قدمنا
1221880892022501382,neutral,@ouda_moe نغير جو النفسيه الي احنا فيها
1221881245900136451,neutral,اللهُّم إن جدتي كانت باسمة الوجه جميلُة الخلق صابره في البلاء فأجعل مُستقرها الجنة ضاحكه مستبشره يا أرحم الراحمين.
1228686162551869441,neutral,مرفأ الأشواق pJZI #تستشير_اااكثر_عقلك_قلبك_الناس
1227452726768001025,neutral,@2000Eman1 ايه اشكر الدكتور ابا موسى ولا انا ماحفض شي
1221883741070614528,neutral,@5jx3CHj2rRC1JjT ارجو من القراء الاطلاع على ما قلته في تعليقي على الاخ عبدالعزيز في تغريدته المتضمنه لتكملة المقطع الاول
1221881401244626945,neutral,@i_valenciano رايك في رودريغو بكل صراحة
1221881797342044162,neutral,#الحريه_ل_عزت_غنيم. الباك في ثانيه - اللي عاوز 100 متابع حالا 🍒 - لايك + رتويت + ضع نقطة...👇
1221883999834071041,neutral,@iqliii_ الكذب الوعد ويخلف في وعده الخيانه
1221883976891215874,neutral,ما اتحمل شعري الا يامضفور والا مفكوك غيرها اصدع الله يسقي ايام كنت ابكله ذيل حصان ببكلتين في المتوسط
1221884944575860737,neutral,ربي يشفيها ويعافيها طهور ان شاء الله U0001f932🏼
1226426667763191808,neutral,#صباح_الخير اايش الرد المناسب لكلمة صباح الخير؟
1221882546889330690,neutral,#معععا_لدعممم_جمعية_كحلا لا تنظر إلى الماضي إلا في 4
1221880885080924160,neutral,اللهـم إنـي أرى بضعفي حلمي مستحيل لكـن بقدرتك و مقدورك يسيـر  اللهم أرنـي عجائب قُدرتك في مستقبلـي يا قادر يا مقتدر إنك على كُل شيء قدير💛.
1221880935689412608,neutral,@ALSHEHRI89 صحيح بالعكس هو فرحك بالقرض إذا نزل في احسابك
1226426850638827520,neutral,@ahmed_basilim @iseeme0 @imaymani @Dihmie كلام في محله. الوظيفة مستقبل اوكي. بس النقاب بعد مستقبل!
1221882062463852545,neutral,احنا في اول أسبوع وفجاه صار في مليون سلايد ومليون تشابتر لازم ازاكرهم 💦💦
1226408245260103680,neutral,#صباح_الخير بنات اللي تلاقي لي بنت من رفحاء او ضواحيها للزواج لها ١٠٠٠ ريال وانا صادق والله
1221884080159150085,neutral,اطرح حتى لو بس 100 👌 @khaleelhayat
1221885004797698050,neutral,زوجي المستقبلي لازم يكون كذا يصبحني بغزل ويمسيني بغزل
1221883858876076032,neutral,@bnr__1 انا فزت معك بحسابك القديم وحصل لي الشرف اني افوز بحسابك هذا الله يبارك في مالك ويزيدك من خيره وعسى الله يعوضك كل خير
1221884868751167490,neutral,تسعة أعشار العافية في التغافل — الإمام أحمد بن حنبل.
1221884539393527808,neutral,@i_Husseiiin @mbcmasr هي لو ولدت في مصر العيال يتسجلو ب اسم مين!!! ولدت ب امريكاء وظمنت أوراقهم على الأقل
1221801457940336641,neutral,@nasserhassan6 @imannassars معلش انا مش بفهم في القانون اوى لكن كنت حابب اعرف  هل معني كده ان كل جامعة لازم تعمل فضية لنفسها منفصلة ؟ 🤔
1221882540342026246,neutral,@KWiZ4bIZ4r7tK7h كلمات جميلة أخي خلتنا نعيش للحظات في حلم جميل لكنها مجرد كلمات وحلم من المستحيل تحقيقه ..
1221881565053116416,neutral,(وقالوا أإذا ضللنا في الأرض أإنا لفي خلق جديد بل هم بلقاء ربهم كافرون) [السجدة:10] voe
1226409144351166465,neutral,#صباح_الخير كأنك صُبح وحمام الحي غنّى لك يا بنت النور وصار الغيم لك ينوّر
1221883666797862914,neutral,@9xiiz__ يوم يومين بلگثير و تشوفين الربيعي وقع بحساب النادي اتمنى ما تقارنين سيف السيف في ومع الايام بيبين گل شي
1221882363766022144,neutral,@tooozfeeekom علي سبيل المثال الست تعمل شوبنج وتشتري ٢٠ قطعة مثلا وترجعهم تاني يوم ......كتير بفكر في البهيفير ده
1221668294522015746,neutral,🔘 مـن الخاصــ 👁‍🗨 ابي افضل دكتور مسالك في حائل سواء خاص او حكومي
1221501517796192258,neutral,ياربّ إن لم تكتب لي في شيءٍ أحبّه راحة فأزِحه عن قلبي بلُطفٍ منك ورحمة.
1221882534050586624,neutral,جونقكوك يقيس الانجازات دائما بوقت ولادته لانه يعرف انه قدر يوصل لإنجازات عظيمه بعمره الصغير 😭🌟 https://t.co/9Tn1SkgOQp
1221882204214767618,neutral,اجل الى حصل اليوم وش يصير ؟؟؟ https://t.co/xTDD87LIS2
1221884894793564161,neutral,@MajedFt و له في ذلك تفصيل جميل
1221882687096573953,neutral,غلبَ الوَجدُ عليهِ .. فبكى وتولّى الصبرُ عنهُ .. فَشكى
1221882870022709248,neutral,في ناس تعملها بلوك ع ابليكشن يروح يعملك بلوك من ابليكشن تاني كنوع من أنواع رد الاعتبار 🌚
1226425943213907968,neutral,#صباح_الخير صباح النور لمن صافح الصباح حبًا ..
1221304700395491328,neutral,الحمد لله الذي بحمده تدوم النعم #صباح_الخير
1221881116233170944,neutral,ماشاء الله صحبتي اتزوجت قبل كم شهر والتانيه بعدها بكم شهر والتالته بعد اسبوعين والرابعه بعد شهر ايش في ؟؟؟
1221882815677173763,neutral,اللهم آمين يارب العالمين جزاك الله خير https://t.co/DM7kkqDthi
1221881153189285889,neutral,@KSA24 @minister_moe_sa @mualosaimi طيب مادامهم اطفال في الابتدائية يعطونهم اجازة ثلاثة ايام ماراح يصير شي اذا عطوهم اجازه ثلاثة ايام
1221884651217866753,neutral,كان في عينيك شئ لا يخون لست ادري كيف خان . - فاروق جويده
1221881519792365575,neutral,لا صار في عمري حظوظ و توافيق انتِ اجمل حظ عشته و جاني
1221773649759350784,neutral,كيف يستطيع أن يهرب المرء من أشياء تركض في رأسه طوال الوقت؟
1221882847537123328,neutral,@lolnoza هل ما نحب هو الاصح دوما أم ما الذي نحن في الحاجه اليه؟
1221882364793643010,neutral,راسه كنه صندوق تبرعات وحاط فلتر الكلب ويقول عينك على العرض.
1221883020883496961,neutral,@tasniem_galis عمتك اسماء ولا تكون عارفه الحاصل .. غايتو لسه ماشين في سكة الكيزان
1219702138403807232,neutral,ادفع عنا يا الله شر ما خُبئ لنا في الاقدار.
1224586487095840769,neutral,@Saudi_Airlines @y3_y5 ماشاء الله
1221697513545240577,neutral,بسم الله الذي لا يضر مع اسمه شئ في الارض ولا في السماء وهو السميع العليم.( ٣مرات)
1221880624451067904,neutral,ان في سيرة الرسول صلى الله عليه وسلم كنز عظيم لمن اراد ان يتعلم القيادة بالطريقة المثلى فالمصطفى عليه افضل الصلاة واتم التسليم هو اعظم قائد
1221881322974650370,neutral,ياناس لاتطيروا في العجة إلا الآن مافي شي رسمي وفي الأخير يطلع لنا آعلام زميرة وخيخة ب هشتاق سحبت الربيعي على الهلال #الربيعي_هلالي
1221881888098455552,neutral,سورة الأعراف(من يضلل الله فلا هادي له ويذرهم في طغيانهم يعمهون)
1221883112499634176,neutral,والله احا ال psychiatrist هيتف في وشي بجد
1221883677883367426,neutral,@mohe_sa السلام عليكم هل سيتم إعادة الدراسة بنظام الإنتساب و التعليم عن بعد في الجامعات وشكرا.
1221884846122782720,neutral,أكبر خليج في العالم هو خليج المكسيك.
1221883619943297025,neutral,صرت اخاف بيوم صدفه نلتقي مانميز بعضنا والموت ذاك ليه حبيتك وانا ادري منت لي كنه بأمري وكنه بهواك 🎼💛
1221881881592987656,neutral,@AHMEDHAMDYIBRA5 @Ghonim روحو كلي شربة عدس تدفي صدرك وابعدي عن مصر وخليكي في دولارات تميم وقردوغان
1221884545290719243,neutral,يا الله ياللي من ترجاك ما ضاع ياللي لك المعبود حتم الرجوعي طالبك التوفيق في كل الاوضاع و انا على المقسوم دايم قنوعي! تصبحون على خير 😴
1221880935194484737,neutral,@mohmoh1403 أهلاً ضيفنا العزيز تم الرد عبر الخاص.
1221885025567662080,neutral,وَقِيل في الصَبر: هُو القبول الهادِئ بأن الأموُر يُمكِن أن تتحقَق بترتيِب يختلِف عَن الذي تظُنه فِي عقلك بتدبيرٍ عظيمٍ مِن الله.
1221885150486724609,neutral, و يا باحثاً عن الجمال كن في رِحاب .. القصائد . 🔷️ / #سعود_العريفي #نمير_البيان #بعد_متتصف_الليل #بوح_آخر_الليل
1221884199982059520,neutral,سينجح أحدهما في التجاوز و الآخر ستكلفه الحياة بأن يروي لنفسه ماحدث في كل يوم ليتأكد أنها النهاية
1221881380893810690,neutral,هل توجد بنت في صنعاء تحب نلتقي بكم ما تريد
1217898338953179138,neutral,أحب أراسل بعد ما ترقد الناس وأبقى أنا والليل واللي يحبون في دائرة عاشق ومغرم وحساس أبسطهم اللي بسيرة الحب مجنون
1221882393549852675,neutral,#صفقة_القرن السعودية تحرف القرأن في نسخته العبرية و غضب عارم في فلسطين!! https://t.co/BrkX82N2Hu
1221876921652346880,neutral,بريق الأمل في عينيكِ ك نجوم تلألأت في السماء💙#الحريه_ل_عزت_غنيم
1221884681127370754,neutral,لا أعترف بالأنتقام ولا رد الوجع بالوجع ولكن اعرف صغر هذه الدنيا وسرعة دورانها
1224586767711514624,neutral,#صباح_الخير يَأْتِ بِهَا اللَّهُ إِنَّ اللَّهَ لَطِيفٌ خَبِيرٌ﴾ اللهم بشرني بما أنتظر فأنت خير المبشرين ..
1221884769039941632,neutral,@anas_nahya نووو في كثير أشياء من هون لشهر٦ ما هانت
1223448667010617344,neutral,انا للحين ما قررت اداوم لان ما رتبت درج ملابسي
1221882405176385541,neutral,@Ahdak070 واتمنى اذا كنت مثالي ماعاد اشوفك في منشني ولك تحياتي
1221133322585366528,neutral,لتكن أحلامنا أعمدة إنارة في طريق طويل الى النجاح
1221881487542439936,neutral,هذا ليه ما يسرد لنا قصصه لما كان في المدرسه وربي عصبت واضح حياته كلها ناجح
1226409477949227008,neutral,@SaudiGOSI انا اشتغلت سنه بموسسه وتم فصلي واكتشفت بعد فصلي اني لم اسجل بالتامينات كيف اخذ حق السنه اللي اشتغلته
1221882789785751552,neutral,أجدك في روحي كأنما لا شيء بي إلا بك
1221885254450995203,neutral,عارفك هتنساني في ثواني مش هيفضى كتير مكاني
1226406978202804230,neutral,لكل شخص وحيد .. أستيقظ مبكراً هذا الصباح وماعنده احد يقوله صباح الخيرر .. عاجبك وضعك الحين ..! #صباح_الخير
1221884323370094595,neutral,كلشي حولي يذكرني في شي ⚔️
1221882229099565056,neutral,#معععا_لدعممم_جمعية_كحلا إذا أنفجر البالون في وجهك ﻻ تغضب x
1226428917633994752,neutral,@hwiti30 @khalid_oun من قالك ما فيها شبكة الا زين !! كل شركات الاتصال لها تغطية فيها و ممتازة  انا منها و شريحتي stc 🤷🏻‍♀️
1220990914816024577,neutral,اللهم اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة #دعاء
1221861501713244161,neutral,في سبب اسمه ( بس جذي ) فـ لا تأذيني وايد
1221884463619235841,neutral,@ali22212221as @see_moone الذين دخلوا الكويت في البدايه شاهدوا جثث وقتلي ولم احد يذكر ملابس الاطفال والاغتصاب الذي ذكرته
1221880332405952523,neutral,انبحت في اليوجيلينا ومنهج علم حيوان ونقول الله الله ....
1221882599892713474,neutral,مدري متى بوقف هووس في لانا ديل ري ٣ سنوات احبها وماقدر اوقف
1221885170652979200,neutral,@smilemiine كلامه في ويبلي وطويقته وابتسامته هي الي اجبرتني اخليه البايس
1221881449370083328,neutral,#معععا_لدعممم_جمعية_كحلا يخسر في گل الميادين e
1221884842792706048,neutral,عاد قلبي على رجوى المواصل يعيش وأنت في كل يوم أبعد من اللي مضى
1221883158947336198,neutral,@Grace_ful_ *SPOILERS* *SPOILERS* أخر مشهد لما كان بيصور الكادر بتاعه وهو طفل مع أمه في محطة القطر ده كان مقصود بيه إيه؟ مفهمتش المشهد ده.
1221882906173415427,neutral, أذكَر اللّٰه في راحَتك ليِذكرك في حَاجتّك .
1221883177884704769,neutral,@2i2jl ضيفني✔+لايـك♥️+رتويـت🔁+سوي فولو من الرتويتوآضمن لك اكثر من١٥٠ متابـع. في ٣٠ دقيقة.ضيفوا بعض.لاتنسى تضيفني🔥٨٨٥
1221881427010183169,neutral,@byd_ll كتاب الأولويات أولا (First things first) للمفكر ستيفن كوفي
1221880904504827905,neutral,@9876555a لماذا نفكر في نفس الأشياء يا ترى🤔
1227326738683899907,neutral,اللهمَّ اجعل خير أعمالنا خواتمها وخير أعمارنا أواخرها وخير أيامنا يوم نلقاك اللهمَّ اغفر لنا ما مضى وأصلح لنا ما تبقى.
1221883856938328066,neutral,@rkaya199 س اقيم لك العزاء في حرفي ماحييت واقيم عليك الحداد في كلماتي والبس معانيي السواد وغير صورتي واكتب عليها ...فقدت انسانه ...
1221884346061262848,neutral,@nsmatalkiyr . قال رسول الله ﷺ : كلمتان خفيفتان على اللسان ثقيلتان في الميزان حبيبتان إلى الرحمن ♡سبحان الله وبحمده♡ ♡سبحان الله العظيم♡
1221157492673130504,neutral,أنا في رجىَ الله مارجيت الغيّر .
1223448512131751937,neutral,لاتجعل في قلبك شيئًا أعلى من الله  ليكن هو الأول في حياتك  في حُبك  في شكواك  و تقاسيم فرحك  و أنت الأسعد دائمًا🌸🌱.
1221885069415022593,neutral,و لا شي يستحق إنك تفكر فيه يومياً إلا سؤال  هل حالي في هذه الدنيا يرضي الله ؟  .
1221882200188170241,neutral,أمشي بروحٍ حالمٍ متوهجٍ في ظُلمة ِ الآلامِ والأدواءِ النّور في قلبِي وبينَ جوانحي فعلامَ أخشى السّيرَ في الظلماءِ؟
1221884994026688515,neutral,@HadiPresident صالح حسن شميع. عينه محافظ المحويت وهوه هارب في تركيا وهذا قائد منطقة ليست تحت سيطرته. وبالعكس بعد انتصارات هذا الاسبوع
1226409597704994816,neutral,الصباحات الجميلة.. مواعيد مع الحياة مع الأمل مع لحظات من العمر. #صباح_الخير
1221876453702361089,neutral,@azizanAlmarzouq @mrdunhill1 قبل القانون في كرة اليد يسمح الحين الموجودين كانوا من قبل القانون
1221880549733781515,neutral,انزين ليش مافي #متحدث رسمي حق الرشيدة يطلع في يتكلم كل وقت ؟
1221858800937906176,neutral,المتشائم يشتكي من الريح والمتفائل يأمل في توقفها والواقعي يعدل الاشرعة... #2020_عايزه_مننا_ايه
1228686028212461568,neutral,@Hithampa سناب هو الي بيصمد لان المشاهير عايشين من وراه بيسوون المستحيل عشان مايختفي
1227326868124246017,neutral,ولعلّك تنام الليلة على أمر قد يأست منه لِيوقِظك الله فرحاً بإنفراجه..
1221880933256744960,neutral,@alhalawi884 انا في الدمام يا عزيزي
1226427175794094080,neutral,@abnhazeb ماعندك ثابت طلع شريحة stc اقولك روح مكاتب الحكومة الالكترونية بعدين بطلوها البرقيات ههههههه ارسل ايميل
1221882551293423616,neutral,الكلام ده مر علي كتير  ده جد منو فيكم !!! https://t.co/B77lGqBMIm
1221829231971389440,neutral,لا تسرقنّك الأيام من نفسك لا تضع يا صاحبي في الزحام..
1221884034986520578,neutral,@SAlghobari اللهم انصر اهل اليمن الموحدين اهل السنة والجماعة في اليمن الغالي على عدوهم الحوثي المجوسي عدو سنة محمد صلى الله عليه وسلم .
1226422631521538048,neutral,فكرة حلوة ريتويت لكل شخص يطلب عملا أو مساعدة. #نحنا_لبعض #لبنان #صباح_الخير
1221882882278465536,neutral,@S17gjJ7S2d5gnx5 في اتفاق جديد على مصالح الغرب
1221880662078214144,neutral,الـ لبيـه في صوته المتخدّر تسوى اغاني جيلكم السطحيه :)
1226425223576260608,neutral,#صباح_الخير ربي أكتب لنا يوماً جميلاً مُحاطاً بالفرح والخير الدائم
1226428255839891456,neutral,لم يولد الانسان وهو مخير بين لونه وصحته ونسبه وغناه وفقره اذا لم تحترم الخلق فحترم الخالق✍🏻💕 #صباح_الخير
1221881041574662146,neutral,دقيقة واحدة امام عيناك كافية لازالة كل قلق في روحي.
1221662874394877952,neutral,ضيفني+لايك+رتويت+سوي فولو من الرتويتوآضمن لك اكثر من ١٥٠ متابع في ٣٠ دقيقة.ضيفوا بعض لاتنسى.تضيفني👏❤️.
1218261545437868032,neutral,يكفيني فخرًا أنني في علاقاتي مع الناس لم يغطي السواد قلبي يكفيني إن إحتجتني لا أدير لك ظهري وإن قررت الرحيل عنك فأنا أرحل دون أذى
1227576992100421632,neutral,دامني ما أخطيت أنا ما يأنبني الضمير...
1221874916200534018,neutral,لعل الخير في غير ذلك اللهم الرضى ♥️
1224586891145760768,neutral,@khooookh99 @Boooom35870313 @Ask_Alriyadh1 @sakani_housing @SaudiHousing نعم
1221884693341179904,neutral,@abuthary361 ماقول غير الله يكون في عون كل العاشقين
1221775381289750528,neutral, ظروف بعض البشر مدفونه في أعماقهم فإن لم تعرفها فأكرمهم بحسن الظن بهم -مصطفى محمود
